# id	  	:created_at 	user_id		:text																		faved	trunced	twt_len	reusrid 	retwtid 	fmsrc   	fmsrcu
3000000172	20081107113217	1000004517	"@intangibles Hitting isn't about muscle. Simple physics: calculate velocity v vs trajectory t, gravity g a constant. It's not complicated."	0	0						costanza81	
3000000173	20081108113328	1000000028	"@costanza81 Now, who are you again?"														0	0		100000172	30000004517	intangibles	
3000000174	20081109114417	1000004517	"@intangibles George Costanza, assistant to the traveling secretary."										0	0		100000173	30000000028	costanza81	
3000000175	20081110114529	1000000029	"@costanza81 Are you the guy who put us in that Ramada in Milwaukee?"										0	0		100000174	30000004517	guitarbern	
3000000176	20081111114617	1000004517	"@guitarbern Do you wanna talk about hotels, or do you wanna win some ball games?"								0	0		100000175	30000000029	costanza81	
3000000177	20081112114728	1000000028	"@costanza81 We won the World Series."														0	0		100000176	30000004517	intangibles	
3000000178	20081113114817	1000004517	"@intangibles @guitarbern Yeah, in six games."													0	0		100000177	30000000028	costanza81	
3000000180	20081114114017	1000004517	"@jerry No one has ever successfully accomplished the Roommate Switch. In the Middle Ages you could get locked up for even suggesting it."	0	0						costanza81	
3000000181	20081115114132	1000000632	"@costanza81 They didn't have roommates in the Middle Ages."											0	0		100000180	30000004517	jerry		
3000000182	20081116114217	1000004517	"@jerry Well, I'm sure at some point between the years 800 and 1200, somewhere, there were two women living together."				0	0		100000181	30000000632	costanza81	
3000000220	20081217125069	1000000069	"@jerry It's the best.  It's gold, jerry. GOLD!"												0	0						bania		
3000000221	20081218125170	1000000070	"@bubble_boy MOOPS http://pkmeco.com/seinfeld/bubble.htm"											0	0						costanza81	
3000000231	20081219003117	1000004517	"@cushman Before that, I was in real estate. I quit because the boss wouldn't let me use his private bathroom. That was it."			0	0						costanza81	
3000000232	20081220003217	1000004517	"@cushman My last job was in publishing. I got fired for having sex in my office with the cleaning woman."					0	0						costanza81	
3000000259	20081221015939	1000322339	"@bigstein @costanza81 is one of the applicants: the complete opposite of every applicant we've seen."						0	0						Cushman		
3000000260	20081222112017	1000004517	"@bigstein With all due respect, I find it very hard to see the logic behind some of the moves you have made with this fine organization"	0	0						costanza81	
3000000261	20081223112117	1000004517	"@bigstein We have watched you take our beloved EYankees and reduced them to a laughing stock, all for the glorification of your massive ego"	0	0						costanza81	
3000000262	20081224112270	1000202970	"@cushman Hire this man!"															0	0		100000159	30000322339	bigstein	
3000000001	20080101000145	1000724245	"Oh... yeah. I got my new plates. But they mixed them up. Somebody got mine and I got their vanity plates. I'm Cosmo Kramer, the Assman!"	0	0						cosmo		
3000000002	20080102000245	1000724245	"You meet a proctologist at a party, don't walk away. Plant yourself there, because you will hear the funniest stories you've ever heard."	0	0						cosmo		
3000000003	20080103000345	1000724245	"Every proctologist story ends in the same way: 'It was a million to one shot, Doc. Million to one.'"						0	0						cosmo		
3000000004	20080104000432	1000000632	"The key to eating a black and white cookie is that you wanna get some black and some white in each bite."					0	0						jerry		
3000000005	20080105000532	1000000632	"Nothing mixes better than vanilla+chocolate. Yet racial harmony eludes us. If we would only look to the cookie, our problems would be solved"	0	0						jerry		
3000000006	20080106000630	1000000030	"I find pastrami to be the most sensual of all the salted, cured meats." 									0	0						cougar_mom	
3000000007	20080107000706	1000000506	"I'm not a lesbian. I hate men, but I'm not a lesbian."												0	0						elainebenes	
3000000008	20080108000806	1000000506	"Sex has taken place when the nipple makes its first appearance."										0	0						jerry		
3000000009	20080109000932	1000000632	"@AvisRental You better give me the insurance. Because I'm gonna beat the hell out of this car."						0	0						jerry		
3000000010	20080110001032	1000000632	"@costanza81 #belly Helllllooooo. La, la, la. http://pkmeco.com/seinfeld/voice.htm"								0	0						jerry		
3000000011	20080111001132	1000000632	"Anytime someone says, 'Ooh, this is so good - what's in this?' the answer invariably comes back, 'cinnamon.' Cinnamon. Again and again."	0	0						jerry		
3000000012	20080112001232	1000000632	"@elainebenes Breaking up is like knocking over a coke machine. Can't do it in one push, you got to rock it back and forth a few times."	0	0						jerry		
