  30987	   523.264	money
  30969	   522.960	playing
  30797	   520.056	finally
  30707	   518.536	same
  30687	   518.198	dont
  30444	   514.095	google
  30287	   511.444	followers
  30254	   510.886	listening
  30144	   509.029	thought
  30028	   507.070	2010
  29815	   503.473	away
  29686	   501.295	miss
  29661	   500.873	stuff
  29495	   498.070	play
  29383	   496.178	girl
  29313	   494.996	looks
  29215	   493.341	mais
  29039	   490.369	every
  28818	   486.637	sorry
  28786	   486.097	song
  28690	   484.476	making
  28653	   483.851	business
  28634	   483.530	hours
  28575	   482.534	guys
  28493	   481.149	die
  28455	   480.507	christmas
  28188	   475.999	phone
  28153	   475.408	damn
  28093	   474.395	top
  28087	   474.293	already
  28040	   473.500	friday
  27971	   472.334	put
  27958	   472.115	hot
  27917	   471.423	might
  27899	   471.119	hard
  27769	   468.923	which
  27209	   459.467	nothing
  27111	   457.812	baby
  27088	   457.424	waiting
  27013	   456.157	hahaha
  26862	   453.607	few
  26707	   450.990	makes
  26699	   450.855	social
  26629	   449.673	mas
  26605	   449.267	book
  26397	   445.755	food
  26343	   444.843	through
  26342	   444.826	dia
  26242	   443.138	actually
  26113	   440.959	funny
  26074	   440.301	years
  25989	   438.865	found
  25934	   437.936	kids
  25901	   437.379	thinking
  25838	   436.315	uma
  25626	   432.735	family
  25477	   430.219	reading
  25459	   429.915	lot
  25449	   429.746	friend
  25364	   428.311	talk
  25299	   427.213	saw
  25186	   425.305	using
  25040	   422.840	what&apos;s
  25033	   422.722	end
  24894	   420.374	says
  24880	   420.138	dinner
  24787	   418.568	bit
  24755	   418.027	went
  24700	   417.098	head
  24635	   416.001	web
  24499	   413.704	media
  24461	   413.063	los
  24399	   412.016	tired
  24370	   411.526	early
  24360	   411.357	name
  24347	   411.137	times
  24280	   410.006	vou
  24219	   408.976	birthday
  24047	   406.071	omg
  23930	   404.096	car
  23670	   399.705	meu
  23511	   397.020	lmao
  23472	   396.362	wanna
  23431	   395.669	feeling
  23415	   395.399	left
  23410	   395.315	hear
  23372	   394.673	con
  23315	   393.711	internet
  23292	   393.322	doesn&apos;t
  23238	   392.410	mean
  23173	   391.313	buy
  23071	   389.590	como
  23047	   389.185	place
  22886	   386.466	own
  22875	   386.280	obama
  22854	   385.926	since
  22729	   383.815	lost
  22726	   383.764	photo
  22667	   382.768	myself
  22559	   380.944	guess
  22406	   378.361	youtube
  22392	   378.124	full
  22325	   376.993	class
  22309	   376.723	guy
  22292	   376.436	open
  22182	   374.578	lunch
  21997	   371.454	crazy
  21967	   370.947	fuck
  21858	   369.107	part
  21796	   368.060	gotta
  21727	   366.895	office
  21673	   365.983	he&apos;s
  21628	   365.223	until
  21543	   363.787	yay
  21534	   363.636	anything
  21400	   361.373	coffee
  21291	   359.532	seen
  21173	   357.539	idea
  21168	   357.455	late
  21143	   357.033	city
  20982	   354.314	glad
  20899	   352.913	change
  20864	   352.322	run
  20699	   349.535	beautiful
  20636	   348.471	cold
  20615	   348.117	everything
  20607	   347.982	excited
  20561	   347.205	tweets
  20523	   346.563	hit
  20508	   346.310	ass
  20481	   345.854	hour
  20415	   344.739	took
  20406	   344.587	interesting
  20381	   344.165	far
  20315	   343.051	high
  20230	   341.615	true
  20202	   341.143	100
  20157	   340.383	eat
  20153	   340.315	email
  20118	   339.724	almost
  20109	   339.572	link
  20098	   339.386	believe
  19805	   334.439	enough
  19749	   333.493	forward
  19644	   331.720	sounds
  19573	   330.521	hell
  19476	   328.883	sweet
  19402	   327.633	super
  19352	   326.789	cant
  19261	   325.252	team
  19230	   324.729	used
  19176	   323.817	set
  19165	   323.631	needs
  19151	   323.395	rock
  19139	   323.192	later
  19007	   320.963	snow
  18954	   320.068	without
  18799	   317.451	care
  18696	   315.711	sick
  18691	   315.627	such
  18686	   315.543	website
  18673	   315.323	taking
  18628	   314.563	list
  18594	   313.989	following
  18495	   312.317	black
  18472	   311.929	red
  18452	   311.591	word
  18399	   310.696	talking
  18372	   310.240	stay
  18241	   308.028	marketing
  18213	   307.555	thats
  18149	   306.474	least
  18146	   306.424	welcome
  18141	   306.339	white
  18123	   306.035	else
  18099	   305.630	vai
  18061	   304.988	room
  18011	   304.144	sunday
  17985	   303.705	tem
  17979	   303.604	remember
  17968	   303.418	bored
  17959	   303.266	weather
  17946	   303.046	mind
  17844	   301.324	wrong
  17808	   300.716	there&apos;s
  17804	   300.649	page
  17790	   300.412	send
  17729	   299.382	story
  17657	   298.166	mom
  17587	   296.984	isn&apos;t
  17583	   296.917	ich
  17488	   295.312	gets
  17432	   294.367	heard
  17321	   292.492	finished
  17299	   292.121	join
  17201	   290.466	both
  17146	   289.537	ask
  17137	   289.385	person
  16965	   286.481	support
  16886	   285.147	das
  16841	   284.387	haven&apos;t
  16778	   283.323	del
  16758	   282.985	break
  16736	   282.614	meeting
  16721	   282.360	enjoy
  16664	   281.398	rain
  16588	   280.115	sad
  16578	   279.946	jobs
  16566	   279.743	update
  16492	   278.493	las
  16473	   278.173	face
  16408	   277.075	minutes
  16359	   276.247	yesterday
  16355	   276.180	probably
  16338	   275.893	kind
  16314	   275.488	wants
  16281	   274.930	monday
  16261	   274.593	hair
  16260	   274.576	let&apos;s
  16241	   274.255	started
  16187	   273.343	eating
  16183	   273.275	green
  16153	   272.769	season
  16046	   270.962	apple
  16014	   270.422	dog
  15988	   269.983	boy
  15981	   269.864	hello
  15978	   269.814	girls
  15931	   269.020	won&apos;t
  15894	   268.395	der
  15857	   267.770	und
  15797	   266.757	whole
  15762	   266.166	under
  15731	   265.643	favorite
  15725	   265.541	heart
  15715	   265.373	dude
  15707	   265.237	bom
  15699	   265.102	called
  15691	   264.967	posted
  15672	   264.646	add
  15631	   263.954	meet
  15604	   263.498	once
  15591	   263.279	okay
  15586	   263.194	half
  15496	   261.674	leave
  15464	   261.134	via
  15441	   260.746	totally
  15413	   260.273	van
  15327	   258.821	sitting
  15321	   258.719	album
  15282	   258.061	ago
  15219	   256.997	cause
  15173	   256.220	saturday
  15038	   253.940	bout
  15016	   253.569	fan
  14999	   253.282	app
  14965	   252.708	info
  14910	   251.779	agora
  14859	   250.918	seems
  14853	   250.816	learn
  14772	   249.448	minha
  14735	   248.824	health
  14723	   248.621	met
  14704	   248.300	month
  14688	   248.030	line
  14639	   247.203	heading
  14592	   246.409	pro
  14584	   246.274	radio
  14570	   246.037	dat
  14569	   246.021	000
  14565	   245.953	design
  14552	   245.733	una
  14517	   245.142	lots
  14491	   244.703	luck
  14427	   243.623	son
  14390	   242.998	goes
  14356	   242.424	article
  14347	   242.272	vote
  14309	   241.630	ver
  14287	   241.258	hoje
  14278	   241.107	power
  14268	   240.938	service
  14255	   240.718	cute
  14204	   239.857	wtf
  14201	   239.806	starting
  14201	   239.806	busy
  14158	   239.080	bring
  14157	   239.063	less
  14140	   238.776	listen
  14137	   238.726	store
  14128	   238.574	running
  14120	   238.438	outside
  14085	   237.847	came
  14066	   237.527	writing
  14005	   236.496	wondering
  14003	   236.463	wonder
  13993	   236.294	sun
  13981	   236.091	muito
  13957	   235.686	visit
  13867	   234.166	aqui
  13838	   233.676	computer
  13828	   233.508	state
  13782	   232.731	ser
  13776	   232.629	fucking
  13735	   231.937	point
  13723	   231.734	plan
  13688	   231.143	test
  13666	   230.772	course
  13618	   229.961	easy
  13588	   229.455	dead
  13546	   228.746	foi
  13512	   228.171	weeks
  13506	   228.070	drive
  13493	   227.851	told
  13464	   227.361	gone
  13452	   227.158	three
  13439	   226.939	pay
  13418	   226.584	s&oacute;
  13412	   226.483	worth
  13369	   225.757	trip
  13349	   225.419	pic
  13336	   225.199	seriously
  13330	   225.098	project
  13297	   224.541	ugh
  13228	   223.376	works
  13158	   222.194	een
  13090	   221.045	fast
  13068	   220.674	she&apos;s
  13046	   220.302	missed
  13024	   219.931	question
  13003	   219.576	club
  13001	   219.542	summer
  13000	   219.525	star
  12994	   219.424	second
  12968	   218.985	till
  12925	   218.259	deal
  12909	   217.989	mac
  12899	   217.820	art
  12895	   217.752	sale
  12895	   217.752	rest
  12888	   217.634	stupid
  12861	   217.178	special
  12857	   217.111	shopping
  12850	   216.992	search
  12809	   216.300	net
  12793	   216.030	air
  12764	   215.540	turn
  12716	   214.730	mine
  12697	   214.409	sign
  12684	   214.189	final
  12657	   213.733	together
  12638	   213.413	water
  12621	   213.125	congrats
  12528	   211.555	small
  12507	   211.200	photos
  12497	   211.032	hehe
  12488	   210.880	group
  12466	   210.508	wit
  12404	   209.461	john
  12318	   208.009	wanted
  12290	   207.536	event
  12284	   207.435	move
  12231	   206.540	film
  12230	   206.523	save
  12217	   206.303	band
  12168	   205.476	figure
  12155	   205.256	ppl
  12143	   205.054	american
  12123	   204.716	yea
  12119	   204.648	agree
  12101	   204.344	men
  12092	   204.192	interview
  12059	   203.635	het
  12029	   203.129	review
  12019	   202.960	1st
  12001	   202.656	problem
  11945	   201.710	weird
  11916	   201.220	gue
  11897	   200.900	wat
  11896	   200.883	michael
  11887	   200.731	comes
  11873	   200.494	fall
  11830	   199.768	kinda
  11809	   199.414	perfect
  11805	   199.346	write
  11765	   198.671	latest
  11745	   198.333	gente
  11735	   198.164	dan
  11728	   198.046	daily
  11720	   197.911	quite
  11718	   197.877	walk
  11715	   197.826	drink
  11692	   197.438	account
  11637	   196.509	side
  11636	   196.492	lady
  11630	   196.391	casa
  11629	   196.374	beer
  11621	   196.239	yourself
  11611	   196.070	words
  11610	   196.053	sometimes
  11579	   195.530	future
  11542	   194.905	bought
  11484	   193.925	games
  11459	   193.503	between
  11451	   193.368	j&aacute;
  11447	   193.301	sucks
  11412	   192.710	enjoying
  11404	   192.575	town
  11398	   192.473	beat
  11397	   192.456	nao
  11387	   192.287	isso
  11373	   192.051	cuz
  11370	   192.000	park
  11367	   191.950	reason
  11362	   191.865	street
  11347	   191.612	fail
  11316	   191.088	picture
  11316	   191.088	forget
  11293	   190.700	company
  11280	   190.481	either
  11244	   189.873	holiday
  11201	   189.147	close
  11128	   187.914	case
  11121	   187.796	wine
  11121	   187.796	watched
  11109	   187.593	pick
  11076	   187.036	ist
  11063	   186.816	sound
  11043	   186.478	seeing
  11027	   186.208	pero
  11025	   186.174	tho
  10979	   185.398	bar
  10976	   185.347	giving
  10961	   185.094	short
  10920	   184.401	dance
  10895	   183.979	different
  10883	   183.777	chance
  10856	   183.321	women
  10847	   183.169	saying
  10845	   183.135	mobile
  10839	   183.034	fire
  10835	   182.966	chat
  10833	   182.932	ice
  10821	   182.730	tcot
  10813	   182.595	couple
  10797	   182.324	myspace
  10786	   182.139	nada
  10783	   182.088	during
  10781	   182.054	available
  10762	   181.733	fans
  10745	   181.446	past
  10727	   181.142	text
  10727	   181.142	number
  10683	   180.399	boa
  10661	   180.028	tips
  10646	   179.774	fine
  10625	   179.420	tour
  10620	   179.335	spring
  10602	   179.031	san
  10569	   178.474	instead
  10535	   177.900	breakfast
  10529	   177.799	dear
  10489	   177.123	pics
  10465	   176.718	dream
  10456	   176.566	light
  10389	   175.435	cut
  10387	   175.401	whats
  10384	   175.350	sex
  10374	   175.181	market
  10372	   175.148	chocolate
  10364	   175.012	date
  10364	   175.012	blue
  10358	   174.911	local
  10309	   174.084	beach
  10304	   173.999	lil
  10278	   173.560	shows
  10276	   173.526	mad
  10274	   173.493	bill
  10267	   173.374	loved
  10261	   173.273	eyes
  10258	   173.222	wasn&apos;t
  10241	   172.935	against
  10235	   172.834	become
  10227	   172.699	bem
  10214	   172.479	share
  10209	   172.395	todos
  10187	   172.024	each
  10178	   171.872	windows
  10177	   171.855	feels
  10166	   171.669	gift
  10161	   171.584	tea
  10130	   171.061	lets
  10120	   170.892	won
  10112	   170.757	others
  10096	   170.487	road
  10084	   170.284	afternoon
  10079	   170.200	boys
  10067	   169.997	report
  10035	   169.457	flu
   9994	   168.764	months
   9966	   168.292	tickets
   9934	   167.751	college
   9931	   167.701	download
   9919	   167.498	hand
   9913	   167.397	dad
   9912	   167.380	able
   9901	   167.194	message
   9892	   167.042	means
   9890	   167.008	wife
   9803	   165.539	loving
   9793	   165.370	ill
   9790	   165.320	plus
   9787	   165.269	body
   9786	   165.252	happen
   9782	   165.184	hopefully
   9766	   164.914	order
   9764	   164.881	todo
   9761	   164.830	tried
   9759	   164.796	movies
   9743	   164.526	living
   9727	   164.256	definitely
   9724	   164.205	esta
   9721	   164.154	church
   9719	   164.121	evening
   9718	   164.104	ele
   9714	   164.036	catch
   9702	   163.834	bitch
   9701	   163.817	single
   9700	   163.800	network
   9697	   163.749	behind
   9690	   163.631	system
   9683	   163.513	mail
   9673	   163.344	wonderful
   9665	   163.209	card
   9665	   163.209	added
   9653	   163.006	fazer
   9621	   162.466	paper
   9619	   162.432	voc&ecirc;
   9619	   162.432	drinking
   9547	   161.216	self
   9526	   160.862	ideas
   9491	   160.270	books
   9487	   160.203	london
   9475	   160.000	videos
   9456	   159.679	nem
   9451	   159.595	pizza
   9440	   159.409	til
   9436	   159.342	ada
   9435	   159.325	front
   9433	   159.291	details
   9414	   158.970	huge
   9413	   158.953	forgot
   9409	   158.886	kid
   9408	   158.869	moment
   9395	   158.649	ride
   9384	   158.464	mal
   9374	   158.295	understand
   9369	   158.210	per
   9351	   157.906	version
   9325	   157.467	lovely
   9322	   157.417	quem
   9314	   157.282	ipod
   9314	   157.282	driving
   9313	   157.265	sent
   9305	   157.130	den
   9301	   157.062	non
   9291	   156.893	west
   9290	   156.876	traffic
   9283	   156.758	football
   9277	   156.657	hoping
   9266	   156.471	young
   9262	   156.403	woman
   9259	   156.353	missing
   9257	   156.319	gym
   9211	   155.542	march
   9211	   155.542	knew
   9199	   155.340	public
   9194	   155.255	loves
   9186	   155.120	war
   9173	   154.901	ainda
   9148	   154.478	cat
   9129	   154.158	york
   9129	   154.158	death
   9127	   154.124	episode
   9092	   153.533	code
   9076	   153.263	crap
   9071	   153.178	followfriday
   9070	   153.161	here&apos;s
   9027	   152.435	etc
   9010	   152.148	sales
   8987	   151.760	t&aacute;
   8979	   151.625	series
   8974	   151.540	south
   8967	   151.422	tech
   8937	   150.915	btw
   8933	   150.848	aja
   8923	   150.679	shop
   8905	   150.375	woke
   8890	   150.122	answer
   8884	   150.020	goin
   8884	   150.020	gave
   8871	   149.801	fight
   8860	   149.615	haiti
   8858	   149.581	hmm
   8855	   149.531	hotel
   8843	   149.328	touch
   8841	   149.294	songs
   8823	   148.990	nyc
   8809	   148.754	door
   8803	   148.653	nite
   8788	   148.399	mit
   8784	   148.332	ones
   8781	   148.281	click
   8736	   147.521	happened
   8723	   147.302	tweeting
   8717	   147.200	dos
   8715	   147.167	space
   8707	   147.031	org
   8693	   146.795	takes
   8683	   146.626	tudo
   8677	   146.525	moon
   8672	   146.440	finish
   8656	   146.170	clean
   8649	   146.052	box
   8608	   145.360	chicken
   8598	   145.191	updates
   8593	   145.106	record
   8588	   145.022	voice
   8580	   144.887	les
   8578	   144.853	brother
   8575	   144.802	est
   8569	   144.701	hahahaha
   8568	   144.684	energy
   8551	   144.397	sem
   8529	   144.026	quote
   8507	   143.654	moving
   8503	   143.587	gay
   8490	   143.367	thx
   8481	   143.215	learning
   8464	   142.928	train
   8456	   142.793	travel
   8454	   142.759	thursday
   8438	   142.489	currently
   8424	   142.253	david
   8423	   142.236	avatar
   8416	   142.117	million
   8413	   142.067	chicago
   8411	   142.033	aku
   8407	   141.965	apparently
   8403	   141.898	channel
   8391	   141.695	nap
   8367	   141.290	comment
   8356	   141.104	training
   8339	   140.817	low
   8326	   140.598	rather
   8326	   140.598	bus
   8320	   140.496	nos
   8318	   140.463	wake
   8285	   139.905	mesmo
   8272	   139.686	alone
   8255	   139.399	leaving
   8250	   139.314	mau
   8249	   139.297	success
   8247	   139.264	area
   8245	   139.230	kill
   8226	   138.909	thinks
   8213	   138.689	goodnight
   8207	   138.588	release
   8187	   138.250	quick
   8171	   137.980	aint
   8170	   137.963	study
   8166	   137.896	bet
   8158	   137.761	near
   8153	   137.676	jus
   8153	   137.676	hungry
   8153	   137.676	checking
   8148	   137.592	shot
   8145	   137.541	building
   8140	   137.457	anymore
   8127	   137.237	secret
   8126	   137.220	chris
   8111	   136.967	est&aacute;
   8110	   136.950	fact
   8107	   136.899	president
   8106	   136.883	software
   8086	   136.545	track
   8082	   136.477	safe
   8080	   136.444	suck
   8074	   136.342	thoughts
   8062	   136.140	conference
   8054	   136.004	needed
   8050	   135.937	experience
   8036	   135.701	wedding
   8018	   135.397	pass
   8001	   135.109	tuesday
   7993	   134.974	folks
   7992	   134.958	anyway
   7988	   134.890	chillin
   7987	   134.873	updated
   7985	   134.839	concert
   7982	   134.789	country
   7936	   134.012	pictures
   7931	   133.927	data
   7919	   133.725	important
   7911	   133.590	laptop
   7905	   133.488	slow
   7903	   133.455	due
   7902	   133.438	seem
   7892	   133.269	wear
   7891	   133.252	smh
   7891	   133.252	couldn&apos;t
   7887	   133.184	america
   7880	   133.066	flight
   7874	   132.965	esse
   7853	   132.610	view
   7841	   132.408	peace
   7832	   132.256	kan
   7823	   132.104	sexy
   7820	   132.053	vida
   7808	   131.850	quero
   7805	   131.800	bye
   7804	   131.783	minute
   7797	   131.665	shower
   7797	   131.665	auf
   7793	   131.597	pain
   7778	   131.344	airport
   7766	   131.141	center
   7761	   131.057	april
   7758	   131.006	interested
   7728	   130.499	law
   7726	   130.466	noite
   7717	   130.314	shirt
   7708	   130.162	warm
   7706	   130.128	jesus
   7696	   129.959	program
   7692	   129.892	lose
   7691	   129.875	press
   7690	   129.858	plans
   7686	   129.790	stand
   7664	   129.419	who&apos;s
   7652	   129.216	nicht
   7647	   129.132	retweet
   7647	   129.132	hold
   7641	   129.030	knows
   7624	   128.743	poor
   7622	   128.709	estou
   7617	   128.625	wouldn&apos;t
   7613	   128.557	digital
   7591	   128.186	joined
   7588	   128.135	round
   7580	   128.000	personal
   7576	   127.933	everybody
   7566	   127.764	history
   7566	   127.764	dark
   7562	   127.696	lucky
   7552	   127.527	essa
   7551	   127.511	tenho
   7543	   127.375	style
   7533	   127.207	vegas
   7529	   127.139	sleeping
   7524	   127.055	yall
   7518	   126.953	merry
   7513	   126.869	dvd
   7507	   126.768	national
   7501	   126.666	studio
   7499	   126.632	earth
