22	rabble	20060321210412	4595.0	29.42011	0.15962951	0.041358024	1.1844136	0.14274691	0.22623457	0.2685185	0.11319407	0.095756255	3.11735	5.130133
80	anniehips	20060404193816	2.0	0.027301228	1.7279257E-4	0.0	0.0		0.0	0.0	4.9369308E-5	1.0		1.1070647
138	guido	20060426071641	1.0	0.027167873	4.939613E-5	0.0	110.0		0.0	2.5	2.4698065E-5	1.0	0.50207096	0.91548914
196	danlurie	20060429005521	239.0	0.17517166	2.4699897E-5	0.0	5.0		0.0	0.0	0.005903275	0.008368201	0.14359018	1.2663491
254	suzie	20060507012038	409.0	0.17521283	7.424272E-5	0.0	98.333336	0.0	0.0	0.0	0.010121758	0.002444988	0.45464662	1.2161441
486	Peter%20Donaldson	20060712092805	14.0	7.4621296E-4	0.0						3.4823272E-4	0.071428575		0.47325268
544	peter	20060712233402	2820.0	97.07313	0.020421362	0.12180268	4.2935443	0.43970767	0.9208283	0.3593179	0.07014402	0.23617022	2.4301407	4.4526596
602	Kristen	20060713165036	32.0	1.5183822	0.024949007	0.0	0.5832502	0.0	9.97009E-4	0.10468594	7.959803E-4	1.0625	0.95248765	0.7410514
718	jshugars	20060713232818	725.0	23.58236	0.073379435	0.05661017	0.39661017	0.1020339	0.1220339	0.06949153	0.01803393	0.40689656	1.5860637	3.4778264
776	RuthWaytz	20060714061002	13.0		2.4875004E-5	0.0	0.0	0.0	0.0	0.0	3.2337505E-4	0.0		
834	RoshanA	20060714094241	16.0		0.0						3.9800006E-4	0.0		
892	laluna_negra	20060714160303	843.0	51.721825	0.16915002	0.044411764	0.2382353	0.096764706	0.089705884	0.027205883	0.020969627	0.63582444	1.4927518	3.0924726
950	mikequoc	20060714212402	174.0	0.20551728	2.4875003E-4	0.0	0.0	0.0	0.0	0.0	0.0043282504	0.03448276		1.3739406
1008	AndyCarl	20060715100924	8.0		0.0						1.9900498E-4	0.0		
1298	atmasphere	20060716134227	2693.0	225.90442	0.4480957	0.0062732473	0.44218063	0.074501745	0.08504969	0.06911675	0.06699172	0.5555143	3.125243	4.3900723
1414	JordanS	20060716170653	26.0		0.0						6.467823E-4	0.0		
1530	skyy	20060716194016	628.0	111.67691	0.110077366	0.0065536723	0.023728814	0.009265536	0.03502825	0.0011299435	0.01562228	1.2484076	0.32398254	2.6628115
1588	KateAllen	20060716214240	0.0		0.0						0.0			
1704	illuminati44	20060717021718	65.0	3.068909	0.004452958	0.005586592	1.0055866	0.16201118	0.09497207	0.0	0.0016169959	0.5692308	0.2996041	0.9183302
1762	pomexboy	20060717053057	62.0	0.55771434	9.950744E-5	0.0	1.25	0.75	0.0	0.0	0.0015423653	0.29032257	0.16853847	0.7430794
1820	Kalyan	20060717084537	138.0	1.5176874	3.4827602E-4	0.0	1.4285715	0.14285715	0.0	0.35714287	0.0034330066	0.73913044	0.3367076	1.3385134
2168	jhill	20060718020353	214.0	11.876235	0.004278926	0.011627907	0.5232558	0.20930232	0.017441861	0.029069768	0.0053237802	0.58411217	0.2091291	2.0598571
2516	Mk	20060719080810	2.0	0.056100108	0.0						4.9756196E-5	0.5	0.41286704	0.24191408
2574	lode	20060719184023	662.0	64.72654	0.1284705	0.005228505	0.3137103	0.048605733	0.092563905	0.03388846	0.0164693	0.9697885	1.9821182	2.857137
2748	conor	20060721164951	16.0	0.033835895	4.975867E-5	0.0	50.0		0.0	0.0	3.9806936E-4	0.125	0.30718184	0.67167795
2806	blakestar	20060721221058	1018.0	48.992634	0.020450814	0.07785888	2.0194647	0.45863748	1.080292	0.2676399	0.025327163	0.61689585	2.3895493	3.7178967
2922	dustinj	20060724022349	6231.0	463.02136	0.020651389	0.12650603	4.1144576	0.55421686	0.7879518	0.94578314	0.1550347	0.82587063	2.7365618	3.9964232
2980	AndyMck	20060724213714	10.0	0.2948919	4.9762384E-5	0.0	0.0	0.0	0.0	0.0	2.4881194E-4	0.2		0.2368243
3212	KevinSladek	20060727002501	71.0	2.8552802	9.95322E-5	0.0	1.25	0.0	0.0	0.0	0.0017666966	1.3521127	0.1385666	1.5581133
3386	Mineirinho	20060729112621	13.0	1.7419002E-4	0.0						3.2349574E-4	0.23076923		0.6075419
